NPC类型ID	NPC模型路径	模型缩放比例	脚底选择框	物体缩放比例	特效缩放比例	NPC等级	NPC行为类型	NPC分类	NPC名字	名字颜色	名字显示	NPC称号	称号颜色	Title显示	NPC阵营	备注	备注显示	待机对话	NPC对话半身像	NPC目标小头像	Npc功能标志位	Npc功能类型	门派	职业	地图	采集类型	限制条件1	限制条件2	永久定点刷新	出生脚本	背景图	NPC_FLAGS	包围框高度	死亡脚本	动态障碍	坐骑id	目标头像框样式	走路动作频率修正	出生自带特效技能	死亡播放音效	被击播放音效	进入区域喊话ID	点击喊话ID	
10000239	"Data\npc\mon-human\2xuanyuan\taoyong03\Actor.kfm"	1.000000	""	1.000000	1.000000	100	12000	0	"练功陶偶"	52	1	""	64	1	0	""	1	""	""	4311212	8	4	0	0	2	9003	111	0	0	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	0	
10000240	"Data\npc\npc-school\2xuanyuan\limu\Actor.kfm"	1.100000	""	1.000000	1.000000	80	10	0	"侍卫"	52	1	""	64	1	0	""	1	""	""	4313203	264	1	0	0	2	0	111	0	0	0	""	0	0	0	0	0	0	1.000000.	0	207025	0	0	0	0	
10000241	"Data\npc\mon-human\2xuanyuan\JIANGJUN\Actor.kfm"	1.200000	""	1.000000	1.000000	100	10	0	"大鸿"	52	1	"前往通天墟"	64	1	0	""	1	""	""	4311204	264	1	0	0	2	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207024	0	0	0	0	
10000243	"Data\npc\NPC-common\chuansong\actor.kfm"	1.200000	""	1.000000	1.000000	50	10	1	"灰姬"	52	1	""	64	1	0	"传送员"	1	""	""	4317002	264	1	0	0	2	0	111	0	1	0	""	0	0	0	0	0	1	1.000000.	0	207032	0	1010003	0	0	
10000248	"data\role\mon-boss\special-29\Actor.kfm"	1.000000	""	1.000000	1.000000	100	10	0	"灰"	52	1	"神秘人"	64	1	0	""	1	""	""	4314016	264	1	0	0	2	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	0	
10000250	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	100	10	0	"轩辕剑"	52	1	"神秘人"	64	1	0	""	1	""	""	4316002	264	1	0	0	2	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
10000251	"Data\npc\mon-human\2xuanyuan\shibing\Actor.kfm"	1.000000	""	1.000000	1.000000	100	10	0	"将士一"	52	1	"神秘人"	64	1	0	""	1	""	""	4311204	264	1	0	0	2	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	0	
10000252	"Data\npc\mon-human\2xuanyuan\shibing\Actor.kfm"	1.000000	""	1.000000	1.000000	100	10	0	"将士二"	52	1	"神秘人"	64	1	0	""	1	""	""	4311204	264	1	0	0	2	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	0	
10000253	"Data\npc\mon-human\2xuanyuan\shibing\Actor.kfm"	1.000000	""	1.000000	1.000000	100	10	0	"将士三"	52	1	"神秘人"	64	1	0	""	1	""	""	4311204	264	1	0	0	2	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	0	
10000257	"Data\npc\NPC-common\chuansong\actor.kfm"	1.000000	""	1.000000	1.000000	100	10	0	"灵灵妻"	52	1	""	64	1	0	"灵灵妻"	1	""	""	4317002	264	1	0	0	2	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207032	0	1010004	0	0	
10000258	"data\npc\mon-human\2xuanyuan\huoyuansu01\actor02.kfm"	1.000000	""	1.000000	1.000000	100	10	0	"火魃"	52	1	""	64	1	0	""	1	""	""	4312104	264	1	0	0	2	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207071	0	0	0	0	
10000259	"data\npc\mon-animal\2xuanyuan\hou01\actor01.kfm"	1.000000	""	1.000000	1.000000	100	10	0	"金光犼"	52	1	""	64	1	0	""	1	""	""	4311102	264	1	0	0	2	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	0	
10000260	"data\npc\mon-animal\3jiuli\tiger01\actor01.kfm"	1.000000	""	1.000000	1.000000	100	10	0	"吞云兽"	52	1	""	64	1	0	""	1	""	""	4312105	264	1	0	0	2	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	0	
10000263	"Data\npc\npc-school\1kunlun\dongwanggong\Actor.kfm"	1.000000	""	1.000000	1.000000	100	10	0	"年兽饲养管"	52	1	"周日活动"	64	1	0	"周日活动"	1	""	""	4313101	264	1	0	0	2	0	111	0	1	0	"0"	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	0	
10000300	"data\npc\npc-school\3jiuli\fengbo\actor.kfm"	1.300000	""	1.000000	1.000000	80	10	0	"魍魉"	52	1	""	64	1	0	""	1	""	""	4313303	264	1	0	0	3	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207023	0	1300001	1300001	0	
10000301	"data\npc\npc-school\3jiuli\yushi\actor.kfm"	1.500000	""	1.000000	1.000000	100	10	0	"雨师"	52	1	""	64	1	0	""	1	""	""	4313304	264	1	0	0	3	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207024	0	0	0	0	
10000302	"data\npc\npc-school\3jiuli\fengbo\actor.kfm"	1.500000	""	1.000000	1.000000	80	10	0	"风伯"	52	1	""	64	1	0	""	1	""	""	4313303	264	1	0	0	3	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207023	0	0	0	0	
10000303	"data\npc\npc-school\3jiuli\tushansu\actor.kfm"	1.200000	""	1.000000	1.000000	80	10	0	"涂山苏"	52	1	""	64	1	0	""	1	""	""	4313301	264	1	0	0	3	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207031	0	0	0	0	
10000304	"data\npc\npc-task\KUAFU\actor.kfm"	1.000000	""	1.000000	1.000000	80	10	0	"夸父"	52	1	""	64	1	0	""	1	""	""	4314006	264	1	0	0	3	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207023	0	0	0	0	
10000305	"Data\npc\npc-other\toumingren\Actor.kfm"	0.700000	""	1.000000	1.000000	100	10	0	"九黎壶"	52	1	""	64	1	0	""	1	""	""	4316002	264	1	0	0	3	0	111	0	1	0	"Textures\2DNPC\kongbai_91_146.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
10000306	"Data\npc\mon-boss\xingtian\actor.kfm"	1.850000	""	1.000000	1.000000	80	10	0	"刑天"	52	1	""	64	0	0	""	0	""	""	4316002	264	1	0	1	3	0	111	0	1	0	"0"	0	0	0	0	0	0	1.000000.	0	207043	0	0	0	0	
10000307	"data\npc\npc-school\3jiuli\chiyou\actor.kfm"	1.700000	""	1.000000	1.000000	100	10	0	"蚩尤"	52	1	"九黎之主"	64	1	0	""	1	""	""	4313305	264	1	0	0	3	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207022	0	0	0	0	
10000308	"Data\npc\npc-school\3jiuli\tianhu\Actor.kfm"	0.800000	""	1.800000	1.000000	100	10	0	"天狐"	52	1	"神兽"	64	1	0	""	1	""	""	4313302	264	1	0	0	3	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207033	0	0	0	0	
10000309	"Data\npc\mon-human\3jiuli\mobing\Actor.kfm"	1.000000	""	1.000000	1.000000	15	3033	0	"九黎魔兵"	52	1	""	64	1	0	""	1	""	""	4311304	264	0	0	0	3	0	311	0	0	0	""	0	0	0	0	0	0	2.000000.	0	207025	0	0	0	10000109	
10000310	"Data\npc\mon-human\3jiuli\mojiang\Actor.kfm"	1.200000	""	1.000000	1.000000	15	10000310	0	"九黎魔将"	52	1	""	64	1	0	""	1	""	""	4311304	264	0	0	0	3	0	311	0	0	0	""	0	0	0	0	0	0	2.000000.	0	207021	0	0	0	10000310	
10000326	"Data\npc\mon-human\3jiuli\mojiang\Actor.kfm"	1.500000	""	1.000000	1.000000	15	3133	0	"九黎魔帅"	52	1	""	64	1	0	""	1	""	""	4311304	264	0	0	0	3	0	311	0	0	0	""	0	0	0	0	0	0	2.000000.	0	207021	0	0	0	10000125	
10000327	"data\npc\mon-animal\3jiuli\juyi01\Actor03.kfm"	0.300000	""	1.000000	1.000000	80	3032	0	""	52	1	""	64	1	0	""	1	""	""	4312302	8	1	0	0	3	0	111	0	0	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	0	
10000328	"data\npc\mon-animal\3jiuli\zhizhu02\Actor.kfm"	0.500000	""	1.000000	1.000000	80	3032	0	""	52	1	""	64	1	0	""	1	""	""	4312306	8	1	0	0	3	0	111	0	0	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	0	
10000329	"Data\player\1kunlun\male\Actor\Actor.kfm"	1.000000	""	1.000000	1.000000	80	3113	0	"飞霜剑"	52	1	""	64	1	0	""	1	""	""	4311111	8	0	0	0	3	0	111	0	0	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	0	
10000330	"Data\player\1kunlun\female\Actor\Actor.kfm"	1.000000	""	1.000000	1.000000	80	3113	0	"六指琴"	52	1	""	64	1	0	""	1	""	""	4311114	8	0	0	0	3	0	111	0	0	0	""	0	0	0	0	0	0	1.000000.	0	207031	0	0	0	0	
10000331	"Data\player\2xuanyuan\male\Actor\Actor.kfm"	1.000000	""	1.000000	1.000000	80	3013	0	"霸王枪"	52	1	""	64	1	0	""	1	""	""	4317002	8	0	0	0	3	0	111	0	0	0	""	0	0	0	0	0	0	1.000000.	0	207022	0	0	0	0	
10000332	"Data\player\2xuanyuan\female\Actor\Actor.kfm"	1.000000	""	1.000000	1.000000	80	3013	0	"无影刀"	52	1	""	64	1	0	""	1	""	""	4314015	8	0	0	0	3	0	111	0	0	0	""	0	0	0	0	0	0	1.000000.	0	207032	0	0	0	0	
10000333	"Data\player\3jiuli\male\Actor\Actor.kfm"	1.000000	""	1.000000	1.000000	80	3013	0	"鬼泣爪"	52	1	""	64	1	0	""	1	""	""	4317002	8	0	0	0	3	0	111	0	0	0	""	0	0	0	0	0	0	1.000000.	0	207023	0	0	0	0	
10000334	"Data\player\3jiuli\female\Actor\Actor.kfm"	1.000000	""	1.000000	1.000000	80	3113	0	"落凤弓"	52	1	""	64	1	0	""	1	""	""	4314015	8	0	0	0	3	0	111	0	0	0	""	0	0	0	0	0	0	1.000000.	0	207033	0	0	0	0	
10000335	"Data\npc\NPC-common\chuansong\actor.kfm"	1.200000	""	1.000000	1.000000	80	10	0	"轻松活动1"	52	1	""	64	1	0	""	1	""	""	4317002	8	1	0	0	3	0	111	0	0	0	""	0	0	0	0	0	0	1.000000.	0	207032	0	0	0	0	
10000337	"Data\npc\NPC-common\chuansong\actor.kfm"	1.200000	""	1.000000	1.000000	80	10	0	"交互活动1"	52	1	""	64	1	0	""	1	""	""	4317002	8	1	0	0	3	0	111	0	0	0	""	0	0	0	0	0	0	1.000000.	0	207032	0	0	0	0	
10000338	"Data\npc\NPC-common\zahuodian\actor.kfm"	1.000000	""	1.000000	1.000000	80	10	0	"交互活动2"	52	1	""	64	1	0	""	1	""	""	4317009	8	1	0	0	3	0	111	0	0	0	""	0	0	0	0	0	0	1.000000.	0	207032	0	0	0	0	
10000339	"Data\npc\mon-human\2xuanyuan\taoyong03\Actor.kfm"	1.000000	""	1.000000	1.000000	100	12000	0	"练功陶偶"	52	1	""	64	1	0	""	1	""	""	4311212	8	4	0	0	3	9003	111	0	0	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	0	
10000340	"data\npc\npc-school\3jiuli\tushansu\actor.kfm"	1.500000	""	1.000000	1.000000	80	10	0	"侍仆"	52	1	""	64	1	0	""	1	""	""	4313301	264	1	0	0	3	0	111	0	0	0	""	0	0	0	0	0	0	1.000000.	0	207031	0	0	0	0	
10000341	"Data\npc\npc-school\3jiuli\tianhu\Actor.kfm"	0.300000	""	1.000000	1.000000	100	10	0	"涂山静"	52	1	"前往通天墟"	64	1	0	""	1	""	""	4313302	264	1	0	0	3	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207033	0	0	0	0	
10000343	"Data\npc\NPC-common\chuansong\actor.kfm"	1.200000	""	1.000000	1.000000	50	10	1	"灰姬"	52	1	""	64	1	0	"传送员"	1	""	""	4317002	264	1	0	0	3	0	111	0	1	0	""	0	0	0	0	0	1	1.000000.	0	207032	0	1010003	0	0	
10000348	"data\role\mon-boss\special-29\Actor.kfm"	1.000000	""	1.000000	1.000000	100	10	0	"灰"	52	1	"神秘人"	64	1	0	""	1	""	""	4314016	264	1	0	0	3	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	0	
10000350	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	100	10	0	"九黎壶"	52	1	"神秘人"	64	1	0	""	1	""	""	4316002	264	1	0	0	3	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
10000351	"data\npc\mon-human\3jiuli\chimei01\actor01.kfm"	0.500000	""	1.000000	1.000000	100	10	0	"小鬼一"	52	1	"神秘人"	64	1	0	""	1	""	""	4311303	264	1	0	0	3	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	0	
10000352	"data\npc\mon-human\3jiuli\chimei01\actor02.kfm"	0.500000	""	1.000000	1.000000	100	10	0	"小鬼二"	52	1	"神秘人"	64	1	0	""	1	""	""	4311303	264	1	0	0	3	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	0	
10000353	"data\npc\mon-human\3jiuli\chimei01\actor03.kfm"	0.500000	""	1.000000	1.000000	100	10	0	"小鬼三"	52	1	"神秘人"	64	1	0	""	1	""	""	4311303	264	1	0	0	3	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	0	
10000357	"Data\npc\NPC-common\chuansong\actor.kfm"	1.000000	""	1.000000	1.000000	100	10	0	"灵灵妻"	52	1	""	64	1	0	"灵灵妻"	1	""	""	4317002	264	1	0	0	3	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207032	0	1010004	0	0	
10000358	"data\npc\mon-animal\3jiuli\xuanshe01\actor02.kfm"	1.000000	""	1.000000	1.000000	100	10	0	"黑水玄蛇"	52	1	""	64	1	0	""	1	""	""	4312104	264	1	0	0	3	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	0	
10000359	"data\npc\mon-human\3jiuli\langren01\actor02.kfm"	1.000000	""	1.000000	1.000000	100	10	0	"狼人"	52	1	""	64	1	0	""	1	""	""	4311102	264	1	0	0	3	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	0	
10000360	"data\npc\mon-animal\3jiuli\bianfu01\actor03.kfm"	1.000000	""	1.000000	1.000000	100	10	0	"影蝠之妖"	52	1	""	64	1	0	""	1	""	""	4312105	264	1	0	0	3	0	111	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207081	0	0	0	0	
10000363	"Data\npc\npc-school\1kunlun\dongwanggong\Actor.kfm"	1.000000	""	1.000000	1.000000	100	10	0	"年兽饲养管"	52	1	"周日活动"	64	1	0	"周日活动"	1	""	""	4313101	264	1	0	0	3	0	111	0	1	0	"0"	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	0	
10000955	"Data\npc\NPC-task\xiannv\actor.kfm"	1.000000	""	1.000000	1.000000	60	13005	1	"萌萌"	3	1	"千人斩魔女抢现金大奖"	64	1	0	""	1	""	""	4317002	0	1	0	0	9	88	111	0	0	0	""	0	0	0	0	0	1	1.500000.	0	207032	0	0	0	0	
10000958	"Data\npc\NPC-common\qianzhuang\actor.kfm"	1.000000	""	1.000000	1.000000	60	13005	1	"宋贤金"	3	1	"修魔大财主"	64	1	0	""	1	""	""	4317004	0	1	0	0	9	88	111	0	0	0	""	0	0	0	0	0	1	1.500000.	0	207023	0	0	2030002	0	
10000988	"Data\npc\NPC-common\zahuodian\actor.kfm"	1.200000	""	1.000000	1.000000	50	10	3	"行货商"	52	1	""	64	1	0	"商人"	1	""	""	4317009	1	1	0	0	9	0	111	0	1	0	""	0	0	0	0	0	1	1.000000.	0	207032	0	0	0	0	
10000989	"Data\npc\NPC-common\zahuodian\actor.kfm"	1.200000	""	1.000000	1.000000	50	10	3	"行货商"	52	1	""	64	1	0	"商人"	1	""	""	4317009	1	1	0	0	9	0	111	0	1	0	""	0	0	0	0	0	1	1.000000.	0	207032	0	0	0	0	
10000990	"Data\npc\NPC-common\zahuodian\actor.kfm"	1.200000	""	1.000000	1.000000	50	10	3	"行货商"	52	1	""	64	1	0	"商人"	1	""	""	4317009	1	1	0	0	9	0	111	0	1	0	""	0	0	0	0	0	1	1.000000.	0	207032	0	0	0	0	
10000991	"Data\npc\NPC-common\zahuodian\actor.kfm"	1.200000	""	1.000000	1.000000	50	10	3	"行货商"	52	1	""	64	1	0	"商人"	1	""	""	4317009	1	1	0	0	9	0	111	0	1	0	""	0	0	0	0	0	1	1.000000.	0	207032	0	0	0	0	
10000992	"Data\npc\NPC-common\zahuodian\actor.kfm"	1.200000	""	1.000000	1.000000	50	10	3	"行货商"	52	1	""	64	1	0	"商人"	1	""	""	4317009	1	1	0	0	9	0	111	0	1	0	""	0	0	0	0	0	1	1.000000.	0	207032	0	0	0	0	
10000993	"Data\npc\NPC-common\zahuodian\actor.kfm"	1.200000	""	1.000000	1.000000	50	10	3	"行货商"	52	1	""	64	1	0	"商人"	1	""	""	4317009	1	1	0	0	9	0	111	0	1	0	""	0	0	0	0	0	1	1.000000.	0	207032	0	0	0	0	
10000994	"Data\npc\NPC-common\zahuodian\actor.kfm"	1.200000	""	1.000000	1.000000	50	10	3	"行货商"	52	1	""	64	1	0	"商人"	1	""	""	4317009	1	1	0	0	9	0	111	0	1	0	""	0	0	0	0	0	1	1.000000.	0	207032	0	0	0	0	
10000995	"Data\npc\NPC-common\zahuodian\actor.kfm"	1.200000	""	1.000000	1.000000	50	10	3	"行货商"	52	1	""	64	1	0	"商人"	1	""	""	4317009	1	1	0	0	9	0	111	0	1	0	""	0	0	0	0	0	1	1.000000.	0	207032	0	0	0	0	
10000996	"Data\npc\NPC-common\chuansong\actor.kfm"	1.200000	""	1.000000	1.000000	50	10	1	"灰姬"	52	1	"传送员"	64	1	0	"传送"	1	""	""	4317002	264	1	0	0	9	0	111	0	1	0	""	0	0	0	0	0	1	1.000000.	0	207032	0	0	0	0	
10000997	"Data\npc\NPC-common\chuansong\actor.kfm"	1.200000	""	1.000000	1.000000	50	10	1	"灰姬"	52	1	"传送员"	64	1	0	"传送"	1	""	""	4317002	264	1	0	0	9	0	111	0	1	0	""	0	0	0	0	0	1	1.000000.	0	207032	0	0	0	0	
10000998	"Data\npc\NPC-common\chuansong\actor.kfm"	1.200000	""	1.000000	1.000000	50	10	1	"灰姬"	52	1	"传送员"	64	1	0	"传送"	1	""	""	4317002	264	1	0	0	9	0	111	0	1	0	""	0	0	0	0	0	1	1.000000.	0	207032	0	0	0	0	
10000999	"Data\npc\NPC-common\zahuodian\actor.kfm"	1.200000	""	1.000000	1.000000	50	10	3	"行货商"	52	1	""	64	1	0	"商人"	1	""	""	4317009	1	1	0	0	9	0	111	0	1	0	""	0	0	0	0	0	1	1.000000.	0	207032	0	0	0	0	
10002102	"Data\npc\mon-human\1kunlun\tianbing\Actor.kfm"	1.000000	""	1.000000	1.000000	0	0	0	"轩辕细作"	4	1	"昆仑国天将"	7	1	0	""	0	""	""	1242064	8	1	0	0	21	0	0	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207022	0	0	0	0	
10002103	"Data\npc\mon-human\1kunlun\tianjiang\Actor.kfm"	1.000000	""	1.000000	1.000000	0	0	0	"军机处总管"	3	1	"出国九黎任务"	7	1	0	"出国九黎"	1	""	""	1242064	264	1	0	0	21	0	0	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207023	0	0	0	0	
10002106	"Data\npc\mon-human\1kunlun\tianjiang\Actor.kfm"	1.000000	""	1.000000	1.000000	0	0	0	"军机处总管"	4	1	"出国轩辕任务"	7	1	0	"出国轩辕"	1	""	""	1242064	264	1	0	0	21	0	0	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207023	0	0	0	0	
10002107	"Data\npc\mon-human\1kunlun\tianbing\Actor.kfm"	1.000000	""	1.000000	1.000000	0	0	0	"九黎细作"	4	1	"昆仑国天将"	7	1	0	""	0	""	""	1242064	8	1	0	0	21	0	0	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207022	0	0	0	0	
10002110	"Data\npc\mon-human\1kunlun\tianbing\Actor.kfm"	1.000000	""	1.000000	1.000000	0	0	0	"猎魔使"	3	1	"昆仑猎魔使者"	7	1	0	"猎魔任务"	1	""	""	1242064	8	1	0	0	21	0	0	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207022	0	0	0	0	
10002111	"Data\npc\mon-human\1kunlun\tianbing\Actor.kfm"	1.000000	""	1.000000	1.000000	0	0	0	"叛国使者"	3	1	"军机处"	7	1	0	"叛国使者"	1	""	""	1242064	8	1	0	0	21	0	0	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207022	0	0	0	0	
10002202	"Data\npc\mon-human\2xuanyuan\shibing\Actor.kfm"	1.000000	""	1.000000	1.000000	0	0	0	"昆仑细作"	4	1	"轩辕国大将"	7	1	0	""	0	""	""	1242064	8	1	0	0	22	0	0	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	0	
10002203	"Data\npc\mon-human\2xuanyuan\shibing\Actor.kfm"	1.000000	""	1.000000	1.000000	0	0	0	"军机处总管"	3	1	"出国九黎任务"	7	1	0	"出国九黎"	1	""	""	1242064	264	1	0	0	22	0	0	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	0	
10002206	"Data\npc\mon-human\2xuanyuan\shibing\Actor.kfm"	1.000000	""	1.000000	1.000000	0	0	0	"军机处总管"	4	1	"出国昆仑任务"	7	1	0	"出国昆仑"	1	""	""	1242064	264	1	0	0	22	0	0	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	0	
10002207	"Data\npc\mon-human\2xuanyuan\shibing\Actor.kfm"	1.000000	""	1.000000	1.000000	0	0	0	"九黎细作"	4	1	"轩辕国大将"	7	1	0	""	0	""	""	1242064	8	1	0	0	22	0	0	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	0	
10002210	"Data\npc\mon-human\2xuanyuan\shibing\Actor.kfm"	1.000000	""	1.000000	1.000000	0	0	0	"猎魔使"	3	1	"轩辕猎魔使者"	7	1	0	"猎魔任务"	1	""	""	1242064	8	1	0	0	22	0	0	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	0	
10002211	"Data\npc\mon-human\2xuanyuan\shibing\Actor.kfm"	1.000000	""	1.000000	1.000000	0	0	0	"叛国使者"	3	1	"军机处"	7	1	0	"叛国使者"	1	""	""	1242064	8	1	0	0	22	0	0	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	0	
10002302	"Data\npc\mon-human\3jiuli\mojiang\Actor.kfm"	1.000000	""	1.000000	1.000000	0	0	0	"昆仑细作"	4	1	"九黎国魔将"	7	1	0	""	0	""	""	1242064	8	1	0	0	23	0	0	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	0	
10002303	"Data\npc\mon-human\3jiuli\mojiang\Actor.kfm"	1.000000	""	1.000000	1.000000	0	0	0	"军机处总管"	3	1	"出国昆仑任务"	7	1	0	"出国昆仑"	1	""	""	1242064	264	1	0	0	23	0	0	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	0	
10002306	"Data\npc\mon-human\3jiuli\mojiang\Actor.kfm"	1.000000	""	1.000000	1.000000	0	0	0	"军机处总管"	4	1	"出国轩辕任务"	7	1	0	"出国轩辕"	1	""	""	1242064	264	1	0	0	23	0	0	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	0	
10002307	"Data\npc\mon-human\3jiuli\mojiang\Actor.kfm"	1.000000	""	1.000000	1.000000	0	0	0	"轩辕细作"	4	1	"九黎国魔将"	7	1	0	""	0	""	""	1242064	8	1	0	0	23	0	0	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	0	
10002310	"Data\npc\mon-human\3jiuli\mojiang\Actor.kfm"	1.000000	""	1.000000	1.000000	0	0	0	"猎魔使"	3	1	"九黎猎魔使者"	7	1	0	"猎魔任务"	1	""	""	1242064	8	1	0	0	23	0	0	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	0	
10002311	"Data\npc\mon-human\3jiuli\mojiang\Actor.kfm"	1.000000	""	1.000000	1.000000	0	0	0	"叛国使者"	3	1	"军机处"	7	1	0	"叛国使者"	1	""	""	1242064	8	1	0	0	23	0	0	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	0	
10100100	"Data\npc\npc-school\1kunlun\dongwanggong\Actor.kfm"	1.000000	""	1.000000	1.000000	80	10	0	"赤松子"	52	1	""	64	1	0	"任务"	1	""	""	4313101	264	1	0	0	1001	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	0	
10100101	"data\npc\mon-animal\1kunlun\maomi01\actor2.kfm"	1.500000	""	1.000000	1.000000	30	10	0	"木灵"	52	1	""	64	1	0	"任务"	1	""	""	4312106	264	1	0	0	1001	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	0	
10100102	"data\npc\mon-human\1kunlun\hulijing01\actor02.kfm"	1.000000	""	1.000000	1.000000	30	10	0	"桑小娥"	52	1	""	64	1	0	"任务"	1	""	""	4311103	264	1	0	0	1001	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207071	0	0	0	0	
10100103	"Data\role\mon-boss\special-07\Actor.kfm"	1.000000	""	1.000000	1.000000	50	10	0	"苦厄真人"	52	1	""	64	1	0	"任务"	1	""	""	4311107	264	1	0	0	1001	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207041	0	0	0	0	
10100104	"data\npc\mon-human\1kunlun\nvyao06\actor.kfm"	1.000000	""	1.000000	1.000000	30	10	0	"嫫母"	52	1	""	64	1	0	"任务"	1	""	""	4311116	264	1	0	0	1001	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207071	0	0	0	0	
10100105	"data\npc\mon-human\2xuanyuan\yongshi01\actor03.kfm"	1.000000	""	1.000000	1.000000	30	10	0	"蛮族首领"	52	1	""	64	1	0	"任务"	1	""	""	4311201	264	1	0	0	1001	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207021	0	0	0	0	
10100106	"Data\npc\npc-school\2xuanyuan\leizu\Actor.kfm"	1.000000	""	1.000000	1.000000	30	10	0	"女节"	52	1	""	64	1	0	"任务"	1	""	""	4313202	264	1	0	0	1001	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207032	0	0	0	0	
10100107	"Data\npc\npc-task\fuxishi\Actor.kfm"	1.000000	""	1.000000	1.000000	80	10	0	"袁公"	52	1	""	64	1	0	"任务"	1	""	""	4314016	264	1	0	0	1001	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207022	0	0	0	0	
10100108	"Data\npc\mon-human\1kunlun\tianbing\Actor.kfm"	1.000000	""	1.000000	1.000000	30	10	0	"姜重华"	52	1	""	64	1	0	"任务"	1	""	""	4311104	264	1	0	0	1001	0	111	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207022	0	0	0	0	
