类型ID	有效标志位	名称	部位	颜色	门派职业限制	等级限制	表现类型ID	性别限制	有效期限	允许续费	时间限制ID	允许超时	地点限制ID	允许离开	携带数量上限ID	可否存入仓库	使用次数限制ID	变身模板限制ID	可否修复	最大耐久	耐久扣减速度	鉴定方式	鉴定品质系数	绑定方式	出售设置	丢弃设置	金币价格	声望价格	家族价格	荣誉价格	师德价格	强化规则ID	打孔镶嵌摘除规则ID	铭刻规则ID	附魔规则ID	回炉规则ID	分解规则ID	白色属性池ID	白色属性等级	蓝色属性池ID	蓝色属性数下限	蓝色属性数上限	蓝色属性等级	技能激活池ID	所属套装ID	模型路径	模型类别	图标前景ID	图标背景ID	掉落图标ID	装备特效规则ID	描述文本	攻击间隔	掉落特效ID	碎片ID	碎片数量
111003010	1	傲雪[攻击]	11	1	10	30	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	200	10000	100	100	100	111100010	0	2	11	111003010	10011	1111000	9	2111000	1	1	6	0	0	0	0	2111001	9000001	7111000	0	""	-1	0	0	0
1103020	1	冰晶	0	2	11	30	11	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	2000	10000	100	100	100	1100020	0	2	11	1103020	10	1001000	39	2001010	3	3	19	0	0	Data/player/9weapon/030sword.nif	0	2001101	9000001	7001100	11030	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	350	0	400303000	2
1203020	1	静风雪	0	2	12	30	12	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	2000	10000	100	100	100	1100020	0	2	11	1203020	10	1001000	39	2001010	3	3	19	0	0	Data/player/9weapon/030piano.nif	21	2001201	9000001	7001200	12030	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	350	0	400303000	2
11003020	1	风雪帽	1	2	10	46	110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	10	0	1	0	1100	10000	100	100	100	11100020	0	2	11	11003020	10011	1011000	39	2011010	2	2	17	0	0	Data/player/1kunlun/%s/030hair.nif	1	2011001	9000001	7011000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400303001	2
21003020	1	霜风忆[攻击]	2	2	10	30	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	1950	10000	100	100	100	21100020	0	2	11	21003020	10011	1021000	13	2021010	2	2	9	0	0	0	0	2021001	9000001	7021000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400303002	2
31003020	1	雪映血[物防]	3	2	10	30	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	1000	10000	100	100	100	31100020	0	2	11	31003020	10011	1031000	13	2031010	2	2	9	0	0	0	0	2031001	9000001	7031000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400303003	2
41003020	1	风雪护肩	4	2	10	47	410	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	10	0	1	0	1600	10000	100	100	100	41100020	0	2	11	41003020	10011	1041000	39	2041010	2	2	17	0	0	Data/player/1kunlun/%s/030sdr.nif	4	2041001	9000001	7041000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400303004	2
51003020	1	风雪裳	5	2	10	36	510	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	1450	10000	100	100	100	51100020	0	2	11	51003020	10011	1051000	39	2051010	3	3	19	0	0	Data/player/1kunlun/%s/030body.nif	5	2051001	9000001	7051000	510030	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400303005	2
61003020	1	风雪带	6	2	10	45	610	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	1000	10000	100	100	100	61100020	0	2	11	61003020	10011	1061000	39	2061010	3	3	19	0	0	0	0	2061001	9000001	7061000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400303006	2
71003020	1	风雪裤	7	2	10	43	710	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	1300	10000	100	100	100	71100020	0	2	11	71003020	10011	1071000	39	2071010	3	3	19	0	0	0	0	2071001	9000001	7071000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400303007	2
81003020	1	风雪履	8	2	10	41	810	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	10	0	1	0	1550	10000	100	100	100	81100020	0	2	11	81003020	10011	1081000	39	2081010	2	2	17	0	0	0	0	2081001	9000001	7081000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400303008	2
91003020	0	风雪护腕	9	2	10	30	910	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	10	2	1	0	1000	10000	100	100	100	91100020	0	2	11	91003020	10011	1091000	39	2091010	2	2	17	0	0	0	0	2091001	9000001	7091000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400303009	2
101003020	1	风雪手套	10	2	10	32	1010	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	10	0	1	0	1300	10000	100	100	100	101100020	0	2	11	101003020	10011	1101000	39	2101010	2	2	17	0	0	0	0	2101001	9000001	7101000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400303010	2
111003020	1	冰风雅[攻击]	11	2	10	30	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	1000	10000	100	100	100	111100020	0	2	11	111003020	10011	1111000	13	2111010	2	2	9	0	0	0	0	2111001	9000001	7111000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400303011	2
1103030	1	仙影	0	3	11	30	11	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	3	2	1	0	8000	10000	100	100	100	1100030	0	2	11	1103030	10	1001000	56	2001010	3	3	22	0	0	Data/player/9weapon/030sword.nif	0	2001101	9000001	7001100	11030	""	350	0	0	0
1203030	1	赤霄	0	3	12	30	12	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	3	2	1	0	8000	10000	100	100	100	1100030	0	2	11	1203030	10	1001000	56	2001010	3	3	22	0	0	Data/player/9weapon/030piano.nif	21	2001201	9000001	7001200	12030	""	350	0	0	0
11003030	1	瑞云髻	1	3	10	46	110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	11	2	1	0	4400	10000	100	100	100	11100030	0	2	11	11003030	10011	1011000	56	2011010	3	3	17	0	0	Data/player/1kunlun/%s/030hair.nif	1	2011001	9000001	7011000	0	""	-1	0	0	0
21003030	1	封神[攻击]	2	3	10	30	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	7800	10000	100	100	100	21100030	0	2	11	21003030	10011	1021000	19	2021010	2	2	11	0	0	0	0	2021001	9000001	7021000	0	""	-1	0	0	0
31003030	1	仙影披风[物防]	3	3	10	30	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	4000	10000	100	100	100	31100030	0	2	11	31003030	10011	1031000	19	2031010	2	2	11	0	0	0	0	2031001	9000001	7031000	0	""	-1	0	0	0
41003030	1	仙影护肩	4	3	10	47	410	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	11	2	1	0	6400	10000	100	100	100	41100030	0	2	11	41003030	10011	1041000	56	2041010	3	3	17	0	0	Data/player/1kunlun/%s/030sdr.nif	4	2041001	9000001	7041000	0	""	-1	0	0	0
51003030	1	步风裳	5	3	10	36	510	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	3	2	1	0	5800	10000	100	100	100	51100030	0	2	11	51003030	10011	1051000	56	2051010	3	3	22	0	0	Data/player/1kunlun/%s/030body.nif	5	2051001	9000001	7051000	510030	""	-1	0	0	0
61003030	1	映仙带	6	3	10	45	610	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	3	2	1	0	4000	10000	100	100	100	61100030	0	2	11	61003030	10011	1061000	56	2061010	3	3	22	0	0	0	0	2061001	9000001	7061000	0	""	-1	0	0	0
71003030	1	羽化裤	7	3	10	43	710	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	3	2	1	0	5200	10000	100	100	100	71100030	0	2	11	71003030	10011	1071000	56	2071010	3	3	22	0	0	0	0	2071001	9000001	7071000	0	""	-1	0	0	0
81003030	1	登仙履	8	3	10	41	810	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	11	2	1	0	6200	10000	100	100	100	81100030	0	2	11	81003030	10011	1081000	56	2081010	3	3	17	0	0	0	0	2081001	9000001	7081000	0	""	-1	0	0	0
91003030	0	仙影护腕	9	3	10	30	910	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	11	2	1	0	4000	10000	100	100	100	91100030	0	2	11	91003030	10011	1091000	56	2091010	3	3	17	0	0	0	0	2091001	9000001	7091000	0	""	-1	0	0	0
101003030	1	仙影手套	10	3	10	32	1010	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	11	2	1	0	5200	10000	100	100	100	101100030	0	2	11	101003030	10011	1101000	56	2101010	3	3	17	0	0	0	0	2101001	9000001	7101000	0	""	-1	0	0	0
111003030	1	水清浅[攻击]	11	3	10	30	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	4000	10000	100	100	100	111100030	0	2	11	111003030	10011	1111000	19	2111010	2	2	11	0	0	0	0	2111001	9000001	7111000	0	""	-1	0	0	0
1103040	1	仙影	0	4	11	30	11	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	4	2	1	0	24000	10000	100	100	100	1100040	0	2	11	1103040	10	1001000	77	2001010	3	3	26	0	0	Data/player/9weapon/030sword.nif	0	2001101	9000001	7001100	11030	""	350	0	0	0
1203040	1	赤霄	0	4	12	30	12	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	4	2	1	0	24000	10000	100	100	100	1100040	0	2	11	1203040	10	1001000	77	2001010	3	3	26	0	0	Data/player/9weapon/030piano.nif	21	2001201	9000001	7001200	12030	""	350	0	0	0
11003040	1	瑞云髻	1	4	10	46	110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	12	2	1	0	13200	10000	100	100	100	11100040	0	2	11	11003040	10011	1011000	77	2011010	4	4	17	0	0	Data/player/1kunlun/%s/030hair.nif	1	2011001	9000001	7011000	0	""	-1	0	0	0
21003040	1	封神[攻击]	2	4	10	30	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	8	2	1	0	23400	10000	100	100	100	21100040	0	2	11	21003040	10011	1021000	25	2021010	2	2	13	0	0	0	0	2021001	9000001	7021000	0	""	-1	0	0	0
31003040	1	仙影披风[物防]	3	4	10	30	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	8	2	1	0	12000	10000	100	100	100	31100040	0	2	11	31003040	10011	1031000	25	2031010	2	2	13	0	0	0	0	2031001	9000001	7031000	0	""	-1	0	0	0
41003040	1	仙影护肩	4	4	10	47	410	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	12	2	1	0	19200	10000	100	100	100	41100040	0	2	11	41003040	10011	1041000	77	2041010	4	4	17	0	0	Data/player/1kunlun/%s/030sdr.nif	4	2041001	9000001	7041000	0	""	-1	0	0	0
51003040	1	步风裳	5	4	10	36	510	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	4	2	1	0	17400	10000	100	100	100	51100040	0	2	11	51003040	10011	1051000	77	2051010	3	3	26	0	0	Data/player/1kunlun/%s/030body.nif	5	2051001	9000001	7051000	510030	""	-1	0	0	0
61003040	1	映仙带	6	4	10	45	610	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	4	2	1	0	12000	10000	100	100	100	61100040	0	2	11	61003040	10011	1061000	77	2061010	3	3	26	0	0	0	0	2061001	9000001	7061000	0	""	-1	0	0	0
71003040	1	羽化裤	7	4	10	43	710	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	4	2	1	0	15600	10000	100	100	100	71100040	0	2	11	71003040	10011	1071000	77	2071010	3	3	26	0	0	0	0	2071001	9000001	7071000	0	""	-1	0	0	0
81003040	1	登仙履	8	4	10	41	810	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	12	2	1	0	18600	10000	100	100	100	81100040	0	2	11	81003040	10011	1081000	77	2081010	4	4	17	0	0	0	0	2081001	9000001	7081000	0	""	-1	0	0	0
91003040	0	仙影护腕	9	4	10	30	910	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	12	2	1	0	12000	10000	100	100	100	91100040	0	2	11	91003040	10011	1091000	77	2091010	4	4	17	0	0	0	0	2091001	9000001	7091000	0	""	-1	0	0	0
101003040	1	仙影手套	10	4	10	32	1010	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	12	2	1	0	15600	10000	100	100	100	101100040	0	2	11	101003040	10011	1101000	77	2101010	4	4	17	0	0	0	0	2101001	9000001	7101000	0	""	-1	0	0	0
111003040	1	水清浅[攻击]	11	4	10	30	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	8	2	1	0	12000	10000	100	100	100	111100040	0	2	11	111003040	10011	1111000	25	2111010	2	2	13	0	0	0	0	2111001	9000001	7111000	0	""	-1	0	0	0
2100100	1	虎跃	0	0	21	3	21	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	100	10000	100	100	100	0	0	1	10	2100100	10	1002000	10	2002000	0	0	0	0	0	Data/player/9weapon/001glaive.nif	0	2002100	9000002	7002100	21001	""	600	0	0	0
2200100	1	卧虎	0	0	22	3	22	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	100	10000	100	100	100	0	0	1	10	2200100	10	1002000	10	2002000	0	0	0	0	0	Data/player/9weapon/001blade.nif	23	2002200	9000002	7002200	22001	""	300	0	0	0
12000100	1	啸虎盔	1	0	20	16	110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	60	10000	100	100	100	0	0	1	10	12000100	10011	1012000	10	2012000	0	0	0	0	0	Data/player/2xuanyuan/%s/001hair.nif	1	2012000	9000002	7012000	0	""	-1	0	0	0
22000100	1	虎牙[攻击]	2	0	20	26	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	145	10000	100	100	100	0	0	1	10	22000100	10011	1022000	4	2022000	0	0	0	0	0	0	0	2022000	9000002	7022000	0	""	-1	0	0	0
32000100	1	虎翼[物防]	3	0	20	24	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	50	10000	100	100	100	0	0	1	10	32000100	10011	1032000	4	2032000	0	0	0	0	0	0	0	2032000	9000002	7032000	0	""	-1	0	0	0
42000100	1	啸虎肩甲	4	0	20	26	410	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	110	10000	100	100	100	0	0	1	10	42000100	10011	1042000	10	2042000	0	0	0	0	0	Data/player/2xuanyuan/%s/001sdr.nif	4	2042000	9000002	7042000	0	""	-1	0	0	0
52000100	1	啸虎铠	5	0	20	3	510	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	95	10000	100	100	100	0	0	1	10	52000100	10011	1052000	10	2052000	0	0	0	0	0	Data/player/2xuanyuan/%s/001body.nif	5	2052000	9000002	7052000	520001	""	-1	0	0	0
62000100	1	啸虎索	6	0	20	12	610	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	50	10000	100	100	100	0	0	1	10	62000100	10011	1062000	10	2062000	0	0	0	0	0	0	0	2062000	9000002	7062000	0	""	-1	0	0	0
72000100	1	啸虎裤	7	0	20	3	710	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	80	10000	100	100	100	0	0	1	10	72000100	10011	1072000	10	2072000	0	0	0	0	0	0	0	2072000	9000002	7072000	0	""	-1	0	0	0
82000100	1	啸虎靴	8	0	20	22	810	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	105	10000	100	100	100	0	0	1	10	82000100	10011	1082000	10	2082000	0	0	0	0	0	0	0	2082000	9000002	7082000	0	""	-1	0	0	0
92000100	0	啸虎护腕	9	0	20	1	910	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	50	10000	100	100	100	0	0	1	10	92000100	10011	1092000	10	2092000	0	0	0	0	0	0	0	2092000	9000002	7092000	0	""	-1	0	0	0
102000100	1	虎啸手套	10	0	20	14	1010	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	80	10000	100	100	100	0	0	1	10	102000100	10011	1102000	10	2102000	0	0	0	0	0	0	0	2102000	9000002	7102000	0	""	-1	0	0	0
112000100	1	长啸[攻击]	11	0	20	26	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	50	10000	100	100	100	0	0	1	10	112000100	10011	1112000	4	2112000	0	0	0	0	0	0	0	2112000	9000002	7112000	0	""	-1	0	0	0
2100110	1	虎威	0	1	21	9	21	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	2	1	0	200	10000	100	100	100	2100010	0	2	11	2100110	10	1002000	15	2002000	1	1	9	0	0	Data/player/9weapon/010glaive.nif	0	2002106	9000003	7002100	21010	""	600	0	0	0
2200110	1	虎魂	0	1	22	9	22	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	2	1	0	200	10000	100	100	100	2100010	0	2	11	2200110	10	1002000	15	2002000	1	1	9	0	0	Data/player/9weapon/010blade.nif	23	2002206	9000003	7002200	22010	""	300	0	0	0
12000110	1	虎魄盔	1	1	20	16	110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	9	0	1	0	120	10000	100	100	100	12100010	0	2	11	12000110	10011	1012000	15	2012000	1	1	17	0	0	Data/player/2xuanyuan/%s/001hair.nif	1	2012000	9000002	7012000	0	""	-1	0	0	0
22000110	1	虎刃[攻击]	2	1	20	26	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	290	10000	100	100	100	22100010	0	2	11	22000110	10011	1022000	5	2022000	1	1	4	0	0	0	0	2022000	9000002	7022000	0	""	-1	0	0	0
32000110	1	虎纹[物防]	3	1	20	24	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	100	10000	100	100	100	32100010	0	2	11	32000110	10011	1032000	5	2032000	1	1	4	0	0	0	0	2032000	9000002	7032000	0	""	-1	0	0	0
42000110	1	虎魄肩甲	4	1	20	26	410	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	9	0	1	0	220	10000	100	100	100	42100010	0	2	11	42000110	10011	1042000	15	2042000	1	1	17	0	0	Data/player/2xuanyuan/%s/001sdr.nif	4	2042000	9000002	7042000	0	""	-1	0	0	0
52000110	1	虎魄铠	5	1	20	24	510	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	2	1	0	190	10000	100	100	100	52100010	0	2	11	52000110	10011	1052000	15	2052000	1	1	9	0	0	Data/player/2xuanyuan/%s/001body.nif	5	2052000	9000002	7052000	520001	""	-1	0	0	0
62000110	1	虎魄索	6	1	20	25	610	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	2	1	0	100	10000	100	100	100	62100010	0	2	11	62000110	10011	1062000	15	2062000	1	1	9	0	0	0	0	2062000	9000002	7062000	0	""	-1	0	0	0
72000110	1	虎魄裤	7	1	20	20	710	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	2	1	0	160	10000	100	100	100	72100010	0	2	11	72000110	10011	1072000	15	2072000	1	1	9	0	0	0	0	2072000	9000002	7072000	0	""	-1	0	0	0
82000110	1	虎魄靴	8	1	20	22	810	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	9	0	1	0	210	10000	100	100	100	82100010	0	2	11	82000110	10011	1082000	15	2082000	1	1	17	0	0	0	0	2082000	9000002	7082000	0	""	-1	0	0	0
92000110	0	虎魄护腕	9	1	20	1	910	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	9	2	1	0	100	10000	100	100	100	92100010	0	2	11	92000110	10011	1092000	15	2092000	1	1	17	0	0	0	0	2092000	9000002	7092000	0	""	-1	0	0	0
102000110	1	啸魄手套	10	1	20	14	1010	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	9	0	1	0	160	10000	100	100	100	102100010	0	2	11	102000110	10011	1102000	15	2102000	1	1	17	0	0	0	0	2102000	9000002	7102000	0	""	-1	0	0	0
112000110	1	啸月[攻击]	11	1	20	26	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	100	10000	100	100	100	112100010	0	2	11	112000110	10011	1112000	5	2112000	1	1	4	0	0	0	0	2112000	9000002	7112000	0	""	-1	0	0	0
2100120	1	啸虎	0	2	21	9	21	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	1000	10000	100	100	100	2100020	0	2	11	2100120	10	1002000	31	2002010	3	3	15	0	0	Data/player/9weapon/001glaive.nif	0	2002100	9000002	7002100	21001	""	600	0	0	0
2200120	1	虎牙	0	2	22	9	22	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	1000	10000	100	100	100	2100020	0	2	11	2200120	10	1002000	31	2002010	3	3	15	0	0	Data/player/9weapon/001blade.nif	23	2002200	9000002	7002200	22001	""	300	0	0	0
12000120	1	飞虎盔	1	2	20	16	110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	10	0	1	0	600	10000	100	100	100	12100020	0	2	11	12000120	10011	1012000	31	2012010	2	2	17	0	0	Data/player/2xuanyuan/%s/001hair.nif	1	2012000	9000002	7012000	0	""	-1	0	0	0
22000120	1	电闪[攻击]	2	2	20	26	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	1450	10000	100	100	100	22100020	0	2	11	22000120	10011	1022000	10	2022010	2	2	7	0	0	0	0	2022000	9000002	7022000	0	""	-1	0	0	0
32000120	1	啸虎披风[物防]	3	2	20	24	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	500	10000	100	100	100	32100020	0	2	11	32000120	10011	1032000	10	2032010	2	2	7	0	0	0	0	2032000	9000002	7032000	0	""	-1	0	0	0
42000120	1	雷火肩甲	4	2	20	26	410	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	10	0	1	0	1100	10000	100	100	100	42100020	0	2	11	42000120	10011	1042000	31	2042010	2	2	17	0	0	Data/player/2xuanyuan/%s/001sdr.nif	4	2042000	9000002	7042000	0	""	-1	0	0	0
52000120	1	啸虎铠	5	2	20	24	510	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	950	10000	100	100	100	52100020	0	2	11	52000120	10011	1052000	31	2052010	3	3	15	0	0	Data/player/2xuanyuan/%s/001body.nif	5	2052000	9000002	7052000	520001	""	-1	0	0	0
62000120	1	猛虎索	6	2	20	25	610	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	500	10000	100	100	100	62100020	0	2	11	62000120	10011	1062000	31	2062010	3	3	15	0	0	0	0	2062000	9000002	7062000	0	""	-1	0	0	0
72000120	1	雷风裤	7	2	20	20	710	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	800	10000	100	100	100	72100020	0	2	11	72000120	10011	1072000	31	2072010	3	3	15	0	0	0	0	2072000	9000002	7072000	0	""	-1	0	0	0
82000120	1	风火靴	8	2	20	22	810	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	10	0	1	0	1050	10000	100	100	100	82100020	0	2	11	82000120	10011	1082000	31	2082010	2	2	17	0	0	0	0	2082000	9000002	7082000	0	""	-1	0	0	0
92000120	0	啸虎护腕	9	2	20	1	910	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	10	2	1	0	500	10000	100	100	100	92100020	0	2	11	92000120	10011	1092000	31	2092010	2	2	17	0	0	0	0	2092000	9000002	7092000	0	""	-1	0	0	0
102000120	1	虎啸手套	10	2	20	14	1010	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	10	0	1	0	800	10000	100	100	100	102100020	0	2	11	102000120	10011	1102000	31	2102010	2	2	17	0	0	0	0	2102000	9000002	7102000	0	""	-1	0	0	0
112000120	1	长啸[攻击]	11	2	20	26	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	500	10000	100	100	100	112100020	0	2	11	112000120	10011	1112000	10	2112010	2	2	7	0	0	0	0	2112000	9000002	7112000	0	""	-1	0	0	0
2100130	1	啸虎	0	3	21	9	21	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	3	2	1	0	4000	10000	100	100	100	2100030	0	2	11	2100130	10	1002000	48	2002010	3	3	19	0	0	Data/player/9weapon/001glaive.nif	0	2002100	9000002	7002100	21001	""	600	0	0	0
2200130	1	虎牙	0	3	22	9	22	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	3	2	1	0	4000	10000	100	100	100	2100030	0	2	11	2200130	10	1002000	48	2002010	3	3	19	0	0	Data/player/9weapon/001blade.nif	23	2002200	9000002	7002200	22001	""	300	0	0	0
12000130	1	飞虎盔	1	3	20	16	110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	11	2	1	0	2400	10000	100	100	100	12100030	0	2	11	12000130	10011	1012000	48	2012010	3	3	17	0	0	Data/player/2xuanyuan/%s/001hair.nif	1	2012000	9000002	7012000	0	""	-1	0	0	0
22000130	1	电闪[攻击]	2	3	20	26	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	5800	10000	100	100	100	22100030	0	2	11	22000130	10011	1022000	16	2022010	2	2	9	0	0	0	0	2022000	9000002	7022000	0	""	-1	0	0	0
32000130	1	啸虎披风[物防]	3	3	20	24	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	2000	10000	100	100	100	32100030	0	2	11	32000130	10011	1032000	16	2032010	2	2	9	0	0	0	0	2032000	9000002	7032000	0	""	-1	0	0	0
42000130	1	雷火肩甲	4	3	20	26	410	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	11	2	1	0	4400	10000	100	100	100	42100030	0	2	11	42000130	10011	1042000	48	2042010	3	3	17	0	0	Data/player/2xuanyuan/%s/001sdr.nif	4	2042000	9000002	7042000	0	""	-1	0	0	0
52000130	1	啸虎铠	5	3	20	24	510	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	3	2	1	0	3800	10000	100	100	100	52100030	0	2	11	52000130	10011	1052000	48	2052010	3	3	19	0	0	Data/player/2xuanyuan/%s/001body.nif	5	2052000	9000002	7052000	520001	""	-1	0	0	0
62000130	1	猛虎索	6	3	20	25	610	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	3	2	1	0	2000	10000	100	100	100	62100030	0	2	11	62000130	10011	1062000	48	2062010	3	3	19	0	0	0	0	2062000	9000002	7062000	0	""	-1	0	0	0
72000130	1	雷风裤	7	3	20	20	710	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	3	2	1	0	3200	10000	100	100	100	72100030	0	2	11	72000130	10011	1072000	48	2072010	3	3	19	0	0	0	0	2072000	9000002	7072000	0	""	-1	0	0	0
82000130	1	风火靴	8	3	20	22	810	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	11	2	1	0	4200	10000	100	100	100	82100030	0	2	11	82000130	10011	1082000	48	2082010	3	3	17	0	0	0	0	2082000	9000002	7082000	0	""	-1	0	0	0
